Company,TypeName,Cpu,Ram,Weight,Price,Touchscreen,IPS,ppi,HDD,SSD,Gpu brand,OS
Asus,Gaming,Intel Core i7,16,4.3,95850.72,No,No,127.33567457123111,1000,256,Nvidia,Windows
Asus,Notebook,AMD Processor,4,1.68,24988.32,No,No,100.45466986113651,1000,0,AMD,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,1.37,98514.72,Yes,Yes,158.48253022174808,0,512,Intel,Windows
Acer,Notebook,Intel Core i3,4,3.0,37402.56,No,Yes,127.33567457123111,0,256,Nvidia,Windows
Dell,Ultrabook,Intel Core i5,8,1.41,50562.72,No,No,165.6321180513006,0,256,Intel,Windows
HP,Notebook,AMD Processor,8,1.91,23757.552,No,No,100.45466986113651,0,128,AMD,Windows
HP,Notebook,Intel Core i7,16,2.9,56423.52,No,Yes,127.33567457123111,1000,0,Nvidia,Windows
MSI,Gaming,Intel Core i7,16,4.14,133146.72,No,No,127.33567457123111,1000,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,2.0,90522.72,Yes,Yes,141.21199808219862,0,512,Nvidia,Windows
Dell,Notebook,Intel Core i7,8,2.8,60845.76,No,No,127.33567457123111,1000,128,AMD,Windows
Lenovo,Notebook,Intel Core i3,4,2.2,23656.32,No,No,141.21199808219862,0,256,Intel,Other OS
HP,Notebook,Intel Core i5,4,2.1,38468.16,No,Yes,141.21199808219862,500,0,Intel,Windows
Dell,Notebook,Intel Core i5,4,2.18,35004.96,No,No,141.21199808219862,1000,0,Intel,Windows
Dell,Notebook,Intel Core i5,8,2.24,30103.2,No,No,141.21199808219862,1000,0,AMD,Windows
Dell,2 in 1 Convertible,Intel Core i5,8,2.67,42570.72,Yes,No,141.21199808219862,0,256,Intel,Windows
Asus,2 in 1 Convertible,Intel Core i7,8,1.1,79866.72,Yes,No,165.6321180513006,0,1024,Intel,Windows
Lenovo,Notebook,Intel Core i5,4,2.2,24881.76,No,No,141.21199808219862,1000,0,Intel,Other OS
HP,Notebook,Intel Core i7,8,2.5,54239.04,No,No,127.33567457123111,1000,0,Nvidia,Windows
Lenovo,Notebook,Intel Core i7,8,2.05,46886.4,No,No,141.21199808219862,0,256,Intel,Windows
Apple,Ultrabook,Intel Core i5,8,1.37,104370.192,No,Yes,226.98300468106115,0,512,Intel,Mac
Asus,Gaming,AMD Processor,16,3.2,82530.72,No,No,127.33567457123111,1000,256,AMD,Windows
Dell,Notebook,Intel Core i7,8,2.14,39164.5296,No,No,141.21199808219862,0,256,AMD,Linux
Lenovo,2 in 1 Convertible,Intel Core i7,16,1.36,133146.72,Yes,No,209.8006828649808,0,512,Intel,Windows
Toshiba,Notebook,Intel Core i7,8,2.2,43263.36,No,No,100.45466986113651,500,0,Nvidia,Windows
Dell,Notebook,Intel Core i7,12,2.3,37992.3696,No,No,100.45466986113651,1000,0,Intel,Windows
Dell,Notebook,Intel Core i7,8,2.8,58554.72,No,No,127.33567457123111,1000,128,AMD,Linux
Acer,Notebook,Intel Core i7,8,2.2,39693.6,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
Lenovo,Notebook,Intel Core i3,4,2.8,26053.92,No,No,106.11306214269258,1000,0,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,2.8,45234.72,No,No,127.33567457123111,2000,0,Nvidia,Other OS
Lenovo,Notebook,Intel Core i7,6,2.8,45767.52,No,No,106.11306214269258,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i3,4,2.25,22803.84,No,No,141.21199808219862,1000,0,AMD,Linux
Lenovo,Gaming,Intel Core i5,8,2.5,44169.12,No,Yes,141.21199808219862,0,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,6,2.2,30849.12,No,No,141.21199808219862,0,256,Intel,Windows
Acer,Notebook,Intel Core i7,8,3.0,50669.28,No,Yes,141.21199808219862,0,256,Nvidia,Windows
Acer,Notebook,Intel Core i7,12,2.15,35111.52,Yes,Yes,141.21199808219862,1000,0,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,1.95,58448.16,No,Yes,141.21199808219862,0,256,Intel,Windows
Asus,Ultrabook,Intel Core i5,8,1.7,52054.56,No,No,141.21199808219862,0,256,Nvidia,Windows
Lenovo,Gaming,Intel Core i7,16,2.5,62817.12,No,Yes,141.21199808219862,1000,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i7,8,2.2,35112.0528,No,No,141.21199808219862,1000,0,Nvidia,Other OS
Acer,Notebook,Other Intel Processor,2,2.19,10602.72,No,No,100.45466986113651,0,16,Intel,Chrome
Asus,Gaming,Intel Core i7,8,3.0,63243.36,No,No,127.33567457123111,1000,0,Nvidia,Windows
HP,Notebook,Intel Core i3,8,2.54,26053.92,No,No,106.11306214269258,1000,0,Intel,Windows
Dell,Notebook,Intel Core i7,8,2.0,97449.12,No,No,141.21199808219862,0,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,2.05,39373.92,No,No,141.21199808219862,0,256,Intel,Windows
Lenovo,Gaming,Intel Core i7,8,3.2,69210.72,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
Acer,Notebook,Intel Core i7,8,2.5,52161.12,No,No,141.21199808219862,0,256,Nvidia,Linux
Dell,Workstation,Intel Core i7,16,3.42,153705.3408,No,No,127.33567457123111,0,256,Nvidia,Windows
Lenovo,Notebook,AMD Processor,6,2.4,26586.72,No,No,141.21199808219862,1000,0,AMD,Windows
Asus,Ultrabook,Intel Core i7,16,1.63,78215.04,No,No,141.21199808219862,0,512,Nvidia,Windows
Asus,Notebook,Intel Core i3,4,1.3,27119.52,No,No,111.93520355955211,0,128,Intel,Windows
Asus,Gaming,Intel Core i7,16,2.9,113060.16,No,No,127.33567457123111,1000,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,6,2.8,34578.72,No,No,106.11306214269258,1000,0,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,2.2,29250.72,No,No,100.45466986113651,2000,0,Nvidia,Other OS
Asus,Gaming,Intel Core i7,8,2.5,67399.2,No,No,141.21199808219862,1000,128,Nvidia,Windows
Lenovo,Notebook,Other Intel Processor,4,2.2,19180.2672,No,No,100.45466986113651,1000,0,Intel,Other OS
HP,2 in 1 Convertible,Intel Core i7,16,1.28,105228.0,Yes,No,165.6321180513006,0,256,Intel,Windows
Toshiba,Notebook,Intel Core i7,8,2.2,55571.04,No,Yes,141.21199808219862,0,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,2.3,43636.32,No,No,141.21199808219862,1000,128,Nvidia,Windows
HP,Notebook,Intel Core i3,4,1.86,24988.32,No,No,141.21199808219862,1000,0,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,1.1,53226.72,No,Yes,165.6321180513006,0,256,Intel,Windows
Dell,Ultrabook,Intel Core i7,16,1.21,133146.72,Yes,Yes,331.2642361026012,0,1000,Intel,Windows
MSI,Gaming,Intel Core i7,16,2.8,111834.72,No,Yes,141.21199808219862,1000,256,Nvidia,Windows
Acer,Notebook,AMD Processor,8,2.23,24988.32,No,No,141.21199808219862,0,256,AMD,Windows
Asus,2 in 1 Convertible,Other Intel Processor,2,1.1,14652.0,Yes,No,135.0942111925629,0,0,Intel,Windows
Dell,Notebook,Intel Core i5,8,2.33,44968.32,No,No,141.21199808219862,1000,128,AMD,Windows
HP,2 in 1 Convertible,Intel Core i7,16,1.29,130482.72,Yes,Yes,331.2642361026012,0,1000,Intel,Windows
Lenovo,Notebook,Other Intel Processor,4,1.45,24503.472,No,No,117.82653006268643,0,0,Intel,Chrome
HP,Notebook,Intel Core i5,8,1.95,52214.4,No,No,157.3505121487356,0,256,Intel,Windows
Acer,Notebook,Other Intel Processor,4,1.4,25840.8,No,No,135.0942111925629,0,0,Intel,Windows
HP,Notebook,Intel Core i7,8,1.48,68837.76,No,No,157.3505121487356,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i5,4,2.79,31381.92,No,No,106.11306214269258,1000,0,Nvidia,Windows
Asus,Notebook,Intel Core i7,8,2.0,58288.32,No,No,157.3505121487356,0,256,Intel,Windows
HP,Notebook,Intel Core i7,8,2.1,48058.56,No,Yes,100.45466986113651,1000,0,Intel,Windows
Acer,Notebook,AMD Processor,8,2.2,35111.52,No,No,100.45466986113651,0,256,AMD,Windows
Lenovo,Notebook,Other Intel Processor,4,1.44,15557.76,No,No,111.93520355955211,0,0,Intel,Windows
Acer,Notebook,Intel Core i5,6,2.23,29250.72,No,No,100.45466986113651,1000,0,Intel,Windows
Asus,Ultrabook,Intel Core i7,8,1.7,55938.672,No,No,141.21199808219862,0,256,Nvidia,Windows
HP,Ultrabook,Intel Core i7,8,1.26,71128.8,No,No,176.23257360658386,0,256,Intel,Windows
Dell,Notebook,Intel Core i7,32,2.06,140605.92,Yes,No,282.42399616439724,0,1000,Nvidia,Windows
MSI,Gaming,Intel Core i7,8,2.7,63882.72,No,No,127.33567457123111,1000,256,Nvidia,Windows
Toshiba,Notebook,Intel Core i5,8,2.0,50243.04,No,Yes,141.21199808219862,0,256,Intel,Windows
Asus,Notebook,Intel Core i7,8,2.0,71075.52,No,No,157.3505121487356,1000,256,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,1.85,23922.72,No,No,141.21199808219862,1000,0,Intel,Windows
Asus,Gaming,Intel Core i7,8,2.5,53226.72,No,No,141.21199808219862,0,256,Nvidia,Windows
HP,Notebook,Intel Core i5,8,1.48,67559.04,No,No,157.3505121487356,0,256,Intel,Windows
Dell,Ultrabook,Intel Core i5,8,1.9,55890.72,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
HP,Notebook,Intel Core i5,8,1.84,60952.32,No,No,141.21199808219862,0,256,Intel,Windows
Asus,Notebook,Other Intel Processor,4,2.0,14651.4672,No,No,100.45466986113651,1000,0,Intel,Linux
Dell,Notebook,Intel Core i5,8,2.0,60885.72,No,No,141.21199808219862,0,256,Nvidia,Windows
Dell,Notebook,Other Intel Processor,4,2.2,14646.672,No,No,100.45466986113651,500,0,Intel,Linux
Lenovo,Notebook,AMD Processor,12,2.2,47898.72,No,No,141.21199808219862,2000,0,AMD,Windows
HP,Notebook,Intel Core i3,8,2.1,38148.48,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,16,1.4,111834.72,Yes,Yes,316.96506044349616,0,512,Intel,Windows
Dell,Ultrabook,Intel Core i7,8,1.2,84129.12,No,No,165.6321180513006,0,256,Intel,Windows
Lenovo,Gaming,Intel Core i7,16,2.4,60153.12,No,Yes,141.21199808219862,2000,256,Nvidia,Windows
HP,Notebook,Other Intel Processor,2,1.44,14865.12,No,No,111.93520355955211,0,0,Intel,Windows
Dell,Ultrabook,Intel Core i7,16,1.88,85672.1088,No,No,141.21199808219862,0,768,Intel,Windows
Asus,2 in 1 Convertible,Other Intel Processor,4,1.5,19980.0,Yes,No,135.0942111925629,0,0,Intel,Windows
Dell,Ultrabook,Intel Core i5,8,1.9,35324.64,No,No,141.21199808219862,1000,0,AMD,Windows
Dell,Notebook,Intel Core i7,16,2.06,108020.9376,Yes,No,282.42399616439724,0,512,Nvidia,Windows
HP,Notebook,Intel Core i7,8,1.84,69477.12,No,No,141.21199808219862,0,256,Intel,Windows
MSI,Gaming,Intel Core i7,8,2.7,75071.52,No,No,127.33567457123111,1000,128,Nvidia,Windows
HP,Workstation,Intel Core i7,8,2.6,92615.0256,No,No,141.21199808219862,0,256,Nvidia,Windows
Toshiba,Notebook,Intel Core i7,16,2.4,74751.84,No,Yes,141.21199808219862,0,512,Nvidia,Windows
Dell,Notebook,Intel Core i7,8,2.02,51729.552,No,No,141.21199808219862,2000,128,AMD,Windows
Lenovo,Notebook,Other Intel Processor,4,2.2,17155.6272,No,No,100.45466986113651,1000,0,Intel,Other OS
Dell,Gaming,Intel Core i5,8,2.65,53226.72,No,No,141.21199808219862,1000,0,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,2.36,29696.6736,Yes,No,100.45466986113651,2000,0,Intel,Windows
Dell,Notebook,Intel Core i5,8,1.36,76030.56,No,No,157.3505121487356,0,256,Intel,Windows
HP,Notebook,Intel Core i3,4,1.86,23389.92,No,No,100.45466986113651,500,0,Intel,Windows
Asus,Notebook,Intel Core i5,8,2.0,50349.6,No,No,157.3505121487356,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i5,6,2.8,38308.32,No,No,106.11306214269258,1000,128,Nvidia,Windows
HP,Notebook,Intel Core i5,8,1.86,34045.92,No,No,141.21199808219862,1000,0,Intel,Windows
Lenovo,Notebook,Intel Core i3,8,2.2,26586.72,No,No,100.45466986113651,0,256,Nvidia,Other OS
HP,Notebook,Other Intel Processor,8,2.04,20725.92,No,No,100.45466986113651,2000,0,Intel,Windows
Dell,Notebook,Intel Core i5,8,2.8,57808.8,No,No,127.33567457123111,1000,128,AMD,Windows
Lenovo,Gaming,Intel Core i5,8,2.4,43103.52,No,Yes,141.21199808219862,1000,128,Nvidia,Other OS
Dell,Notebook,Intel Core i7,8,2.33,47898.72,No,No,141.21199808219862,0,256,AMD,Windows
HP,Ultrabook,Intel Core i7,8,1.36,93240.0,No,Yes,157.3505121487356,0,256,Intel,Windows
Asus,2 in 1 Convertible,Intel Core i7,12,2.26,58554.72,Yes,No,141.21199808219862,2000,512,Nvidia,Windows
Acer,Notebook,AMD Processor,4,2.1,22697.28,No,No,100.45466986113651,0,128,AMD,Windows
Asus,Gaming,AMD Processor,16,3.25,117162.72,No,Yes,127.33567457123111,1000,256,AMD,Windows
Lenovo,Notebook,AMD Processor,4,2.6,26053.92,No,No,106.11306214269258,0,128,AMD,Windows
Dell,2 in 1 Convertible,Intel Core i7,8,1.62,46300.8528,Yes,No,165.6321180513006,0,256,Intel,Windows
HP,Notebook,AMD Processor,4,1.91,26053.3872,No,No,141.21199808219862,0,256,AMD,Windows
Lenovo,Netbook,Other Intel Processor,4,1.59,29463.84,No,Yes,135.0942111925629,0,128,Intel,Windows
Dell,Notebook,Other Intel Processor,4,1.8,16463.52,No,No,100.45466986113651,500,0,Intel,Windows
Asus,Notebook,Other Intel Processor,4,1.5,15238.08,No,No,111.93520355955211,0,0,Intel,Windows
Acer,Notebook,Intel Core i7,8,2.4,45074.88,No,No,141.21199808219862,1000,0,Nvidia,Linux
HP,Gaming,Intel Core i7,8,3.35,63456.48,No,Yes,127.33567457123111,1000,128,Nvidia,Windows
Lenovo,Notebook,Intel Core i3,4,1.85,21498.48,No,No,141.21199808219862,0,128,Intel,Other OS
Asus,Gaming,Intel Core i7,8,2.3,88178.4,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,1.5,58554.72,No,Yes,157.3505121487356,0,256,Nvidia,Windows
Asus,Ultrabook,Intel Core i7,16,1.1,93181.392,Yes,No,165.6321180513006,0,512,Intel,Windows
Lenovo,Ultrabook,Intel Core i7,8,1.13,121584.96,No,Yes,209.8006828649808,0,512,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,1.5,29250.72,No,Yes,165.6321180513006,0,128,Intel,Windows
Dell,Workstation,Intel Core i5,8,2.23,72940.32,No,No,141.21199808219862,500,0,AMD,Windows
Dell,Workstation,Intel Core i7,8,2.0,113752.8,No,Yes,141.21199808219862,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,16,1.42,133679.52,Yes,No,209.8006828649808,0,512,Intel,Windows
Asus,Gaming,Intel Core i7,8,3.0,55357.92,No,No,127.33567457123111,1000,0,Nvidia,Windows
Asus,Gaming,Intel Core i7,16,3.0,84768.48,No,No,127.33567457123111,1000,256,Nvidia,Windows
Acer,Notebook,Intel Core i5,12,2.2,36975.7872,No,Yes,100.45466986113651,1000,0,Nvidia,Windows
MSI,Gaming,Intel Core i7,8,2.7,71874.72,No,No,127.33567457123111,0,256,Nvidia,Windows
Dell,Notebook,Intel Core i7,8,2.33,41498.1936,No,No,141.21199808219862,0,256,AMD,Linux
HP,Ultrabook,AMD Processor,4,1.91,26586.72,No,No,141.21199808219862,0,256,AMD,Windows
Lenovo,Notebook,Intel Core i7,8,2.1,65510.9568,No,Yes,141.21199808219862,0,256,AMD,Windows
Lenovo,Notebook,Intel Core i5,8,1.9,49976.64,No,Yes,157.3505121487356,0,256,Intel,Windows
Dell,Workstation,Intel Core i7,8,1.78,144495.36,Yes,No,282.42399616439724,0,256,Nvidia,Windows
Lenovo,Ultrabook,Intel Core i7,16,1.13,139860.0,No,Yes,209.8006828649808,0,1000,Intel,Windows
Lenovo,Notebook,Other Intel Processor,4,2.2,16303.68,No,No,100.45466986113651,1000,0,Intel,Windows
Asus,Gaming,Intel Core i7,16,2.9,81465.12,No,No,127.33567457123111,1000,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,2.1,60978.96,No,Yes,141.21199808219862,1000,256,AMD,Windows
Acer,Notebook,Intel Core i7,8,2.5,46833.12,No,No,141.21199808219862,0,256,Nvidia,Linux
MSI,Gaming,Intel Core i7,16,2.8,119826.72,No,No,127.33567457123111,1000,256,Nvidia,Windows
Asus,Ultrabook,Intel Core i7,8,1.1,99793.44,No,No,157.3505121487356,0,512,Intel,Windows
Toshiba,Ultrabook,Intel Core i7,16,1.2,93080.16,No,No,165.6321180513006,0,512,Intel,Windows
Dell,Ultrabook,Intel Core i7,8,1.36,89510.4,No,No,157.3505121487356,0,512,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,2.2,21791.52,No,No,141.21199808219862,500,0,Intel,Windows
Lenovo,Notebook,Other Intel Processor,2,1.15,16221.096,No,No,135.0942111925629,0,0,Intel,Windows
Lenovo,Workstation,Intel Core i7,8,2.67,102564.0,No,No,141.21199808219862,0,512,Nvidia,Windows
Lenovo,Ultrabook,Intel Core i7,8,1.7,103523.04,No,Yes,209.8006828649808,0,512,Nvidia,Windows
HP,Notebook,Intel Core i3,4,2.1,24988.32,No,No,141.21199808219862,1000,0,AMD,Windows
Acer,2 in 1 Convertible,Intel Core i7,8,1.6,42038.4528,Yes,Yes,165.6321180513006,0,256,Intel,Windows
Asus,2 in 1 Convertible,Intel Core i5,8,1.27,49443.84,Yes,Yes,165.6321180513006,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,4,2.3,31909.392,No,No,141.21199808219862,0,256,AMD,Linux
Dell,Notebook,Intel Core i3,4,1.65,36709.92,No,No,117.82653006268643,0,128,Intel,Windows
HP,Ultrabook,Intel Core i7,8,1.43,79920.0,No,No,157.3505121487356,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,8,2.14,28768.536,No,No,100.45466986113651,1000,0,Intel,Windows
Lenovo,Ultrabook,Intel Core i7,8,1.75,64755.4464,No,Yes,157.3505121487356,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,16,2.0,101178.72,Yes,Yes,282.42399616439724,0,512,Nvidia,Windows
Chuwi,Notebook,Other Intel Processor,6,1.4,23922.72,No,Yes,267.3384360344031,0,0,Intel,Windows
HP,Notebook,Intel Core i7,8,2.31,76030.56,No,No,141.21199808219862,0,256,Intel,Windows
Asus,Notebook,Intel Core i3,8,2.3,31808.16,No,No,141.21199808219862,1000,0,Nvidia,Linux
Dell,Gaming,Intel Core i7,16,4.42,149130.72,No,Yes,169.78089942830815,1000,256,Nvidia,Windows
Dell,Gaming,Intel Core i7,8,2.62,61751.52,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i7,8,2.02,60867.072,No,No,141.21199808219862,2000,256,AMD,Windows
Dell,Ultrabook,Intel Core i7,8,1.6,58554.72,No,No,157.3505121487356,0,256,Intel,Linux
HP,Gaming,Intel Core i7,12,3.35,106506.72,No,No,127.33567457123111,1000,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,Other Intel Processor,4,1.16,15930.72,Yes,Yes,189.90579052433606,0,32,Intel,Windows
Samsung,Netbook,Other Intel Processor,4,1.15,14332.32,No,No,135.0942111925629,0,0,Intel,Chrome
Lenovo,Notebook,Intel Core i7,8,1.4,53812.8,No,Yes,165.6321180513006,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,1.7,31914.72,No,Yes,157.3505121487356,0,128,Intel,Windows
Lenovo,Workstation,Intel Core i7,16,2.3,130269.6,No,Yes,282.42399616439724,0,512,Nvidia,Windows
Lenovo,Notebook,Intel Core i7,16,2.5,130482.72,No,No,141.21199808219862,0,512,Nvidia,Windows
Asus,Gaming,AMD Processor,8,3.2,90309.6,No,No,127.33567457123111,1000,256,AMD,Windows
HP,Notebook,Other Intel Processor,4,2.1,18488.16,No,No,100.45466986113651,500,0,Intel,Windows
Google,Ultrabook,Intel Core i7,16,1.1,117162.72,Yes,No,234.50740003017813,0,512,Intel,Chrome
Lenovo,Ultrabook,Intel Core i7,24,1.32,126912.96,No,No,209.8006828649808,0,512,Intel,Windows
Asus,Notebook,Intel Core i5,4,2.0,29783.52,No,No,141.21199808219862,0,256,Intel,Linux
Lenovo,Notebook,AMD Processor,8,2.8,27652.32,No,No,106.11306214269258,1000,0,AMD,Windows
Dell,Notebook,Intel Core i5,4,2.2,39906.72,No,No,141.21199808219862,0,256,AMD,Windows
Lenovo,Ultrabook,Intel Core i5,8,1.36,76137.12,No,Yes,176.23257360658386,0,256,Intel,Windows
Lenovo,Notebook,Other Intel Processor,4,2.2,18594.72,No,No,141.21199808219862,0,128,Intel,Windows
HP,Gaming,Intel Core i7,8,2.2,58554.72,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,1.64,62817.12,No,No,157.3505121487356,0,256,Nvidia,Windows
Acer,Notebook,Intel Core i5,4,2.4,23539.104,No,No,100.45466986113651,500,0,Intel,Linux
Dell,Workstation,Other Intel Processor,8,2.23,106187.04,No,No,141.21199808219862,1000,0,Nvidia,Windows
MSI,Gaming,Intel Core i5,8,2.2,54757.9872,No,No,141.21199808219862,0,256,Nvidia,Windows
Microsoft,Ultrabook,Intel Core i7,16,1.25,137941.92,Yes,No,200.84255993695703,0,512,Intel,Windows
HP,Notebook,Intel Core i5,8,1.91,31381.92,No,No,100.45466986113651,0,128,Intel,Windows
Dell,Workstation,Intel Core i7,16,2.17,105228.0,No,Yes,141.21199808219862,0,256,Nvidia,Windows
HP,Workstation,Intel Core i7,8,2.31,81731.52,No,Yes,141.21199808219862,0,512,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,1.65,71661.6,No,No,157.3505121487356,0,256,Intel,Windows
Dell,Notebook,Intel Core i7,8,2.36,52161.12,No,No,141.21199808219862,1000,128,AMD,Windows
Dell,2 in 1 Convertible,Other Intel Processor,4,1.47,25521.12,Yes,No,135.0942111925629,500,0,Intel,Windows
Dell,Notebook,Intel Core i7,8,4.42,109010.88,No,Yes,127.33567457123111,1000,0,Nvidia,Windows
Microsoft,Ultrabook,Other Intel Processor,4,1.252,52693.92,Yes,No,200.84255993695703,0,128,Intel,Windows
Microsoft,Ultrabook,Intel Core i7,8,1.25,95850.72,Yes,No,200.84255993695703,0,256,Intel,Windows
HP,Notebook,Intel Core i3,8,2.5,34093.872,No,No,106.11306214269258,0,256,Intel,Windows
Acer,Notebook,Intel Core i3,4,2.23,28984.32,No,No,141.21199808219862,1000,0,Nvidia,Windows
Acer,Netbook,Other Intel Processor,4,1.4,23176.8,No,No,135.0942111925629,0,128,Intel,Windows
Asus,Notebook,Intel Core i5,8,2.37,39906.72,No,No,141.21199808219862,1000,0,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,1.5,42570.72,No,Yes,157.3505121487356,0,512,AMD,Other OS
Lenovo,Notebook,Intel Core i7,8,2.67,111355.2,No,No,141.21199808219862,0,256,Nvidia,Windows
Asus,Notebook,Other Intel Processor,4,2.0,16197.12,No,No,100.45466986113651,500,0,Intel,Windows
Acer,Notebook,Intel Core i3,4,2.2,24988.32,No,No,100.45466986113651,500,0,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,2.02,40439.52,No,No,141.21199808219862,2000,0,AMD,Windows
HP,Gaming,Intel Core i7,12,3.78,90522.72,No,Yes,127.33567457123111,1000,0,Nvidia,Windows
Lenovo,Ultrabook,Intel Core i7,12,1.4,98994.24,No,Yes,209.8006828649808,0,256,Intel,Windows
HP,2 in 1 Convertible,Intel Core i7,8,1.29,106506.72,Yes,Yes,331.2642361026012,0,512,Intel,Windows
HP,Notebook,Intel Core i5,8,1.9,61485.12,No,No,141.21199808219862,500,0,AMD,Windows
Google,Ultrabook,Intel Core i5,8,1.1,67932.0,Yes,No,234.50740003017813,0,128,Intel,Chrome
Dell,Ultrabook,Intel Core i5,8,1.42,98133.768,Yes,No,165.6321180513006,0,256,Intel,Windows
Asus,Notebook,Intel Core i7,12,2.06,69210.72,No,Yes,282.42399616439724,1000,128,Intel,Windows
Dell,Notebook,Intel Core i3,8,1.79,39427.2,No,No,111.93520355955211,0,128,Intel,Windows
Dell,Workstation,Intel Core i7,8,1.78,128298.24,No,No,141.21199808219862,0,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,8,1.7,72673.92,No,No,157.3505121487356,0,180,Intel,Windows
Dell,Notebook,Intel Core i5,8,2.2,35964.0,No,No,141.21199808219862,1000,0,AMD,Windows
Toshiba,Notebook,Intel Core i5,8,1.05,89084.16,No,Yes,165.6321180513006,0,256,Intel,Windows
Dell,Notebook,Intel Core i7,8,2.16,67239.36,No,Yes,141.21199808219862,0,512,Nvidia,Windows
Dell,Notebook,Intel Core i3,4,2.18,31254.048,No,No,100.45466986113651,1000,0,Intel,Windows
HP,Notebook,Intel Core i5,4,1.49,38681.28,No,Yes,165.6321180513006,0,128,Intel,Windows
Chuwi,Notebook,Other Intel Processor,4,1.89,13261.392,No,No,141.21199808219862,0,0,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,2.3,30103.2,No,No,100.45466986113651,0,128,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,1.75,55890.72,No,Yes,157.3505121487356,0,256,Intel,Windows
Dell,Workstation,Intel Core i7,16,2.17,124568.64,No,Yes,141.21199808219862,0,512,Nvidia,Windows
Dell,Notebook,Intel Core i7,16,2.06,101178.72,No,No,141.21199808219862,0,512,Nvidia,Windows
Lenovo,Ultrabook,Intel Core i7,16,1.36,95797.44,No,Yes,176.23257360658386,0,512,Intel,Windows
Asus,Ultrabook,Intel Core i7,16,0.91,103896.0,No,No,176.23257360658386,0,512,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,2.3,53918.8272,No,Yes,141.21199808219862,0,256,Nvidia,Windows
Toshiba,Ultrabook,Intel Core i7,32,1.05,149130.72,Yes,No,165.6321180513006,0,512,Intel,Windows
Asus,Gaming,Intel Core i7,8,1.99,71928.0,No,No,141.21199808219862,1000,128,Nvidia,Windows
Acer,Notebook,AMD Processor,8,2.2,30849.12,No,No,100.45466986113651,1000,0,AMD,Windows
Asus,Gaming,Intel Core i7,24,4.33,67612.32,Yes,Yes,127.33567457123111,1000,256,Nvidia,Windows
Lenovo,Ultrabook,Intel Core i5,8,1.3,58554.72,No,Yes,125.36742798669837,0,180,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,2.17,47893.392,No,No,141.21199808219862,0,256,Intel,Windows
HP,Notebook,Intel Core i7,8,1.48,93186.72,No,No,157.3505121487356,0,1000,Intel,Windows
Lenovo,Notebook,Intel Core i3,8,1.4,50562.72,No,Yes,165.6321180513006,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,2.3,48538.08,No,Yes,141.21199808219862,0,256,Intel,Windows
Asus,Netbook,Other Intel Processor,4,1.2,18115.2,No,No,135.0942111925629,0,0,Intel,Windows
HP,Notebook,Intel Core i5,8,1.91,32979.7872,No,No,100.45466986113651,0,256,AMD,Windows
